X1,X2
-0.988901811109713,-1.7481722985287158
-2.7667640797956254,-2.712558909496215
0.16196464031559082,1.2916741831926337
-0.18328734173891667,-1.0126518849892405
0.471597798102629,0.6504115139198713
-1.1121850572436618,-0.782513770901358
0.22176130724571386,0.9834751027918581
0.24848459062493136,0.48463651571101396
-0.5234239782668886,0.08158411742687864
1.0338580229670407,0.7474924213749992
-0.4135387425572807,-1.1655886678794318
-0.5102978389917948,-1.1382932840386863
-1.2362466135042478,0.9474729550758131
-0.4650411370816671,0.3702716365746559
0.6538315945595722,0.6504519918506234
-0.3227615485404571,0.3840039181772853
1.7302254426416115,-0.016057927057347158
-0.21418281139275788,0.6753271309280374
0.49404956285908314,0.18582887745903895
-0.17942825408526683,0.1206184156150437
-0.8185885998544545,-0.39183565561453637
-0.3375645144312648,-0.34075333268518865
0.007724462564226366,-2.412798910840283
-1.010516800615927,-1.7978016461418669
-0.4516293912149749,-1.3499705260336865
-0.12280334371650442,-0.5779305531693644
0.3898541936870493,-0.8297577243194327
-0.7723974944858412,0.9715898645353234
-1.1599142009858965,-1.11574803105875
-0.7094821582546316,0.25007358502704335
2.282521884228852,1.189895093036672
0.07962982140485335,0.5258354274655545
-0.904224907376221,-0.47200690741727014
-0.5101311504770213,3.1374291148672935
0.16450169963026215,2.045139692641736
0.684934708297628,-0.9371012613669163
-0.04122406463616212,-1.8962216047243132
1.858751505754331,2.5438252575524385
0.947042713085062,-0.28672170612023706
1.1702174199714324,-0.11771547819556732
-0.03806565313982574,0.04229549682282843
0.44152058337834876,2.4061797701072596
0.21012321743452264,0.19139020977462465
-0.3128604046910074,-1.3530886186287463
0.33872818851617253,-0.09596609267212679
-1.607861614323439,0.223101835852266
0.7415011594251902,1.2281584955347318
-0.481685267620616,0.017906343550197358
-1.7568839439340092,0.4707772016732191
0.08414507665313674,0.2749634512531262
-0.24097820593885563,-3.0767961110197373
-0.5640050034745686,0.959778465961042
1.556337967778033,2.260245847263929
0.6554459223290872,-1.1819514776255298
1.5652359993324652,2.719905813985434
0.13621538304380382,-0.2877264747624802
-0.1715653562161959,-2.374318163603195
-0.2904612910299399,-1.5051485337228885
1.7239046778510123,3.0398635447680133
0.9217834113705268,-1.0103734066212962
-0.49952609854602814,-0.7964486320511315
0.03566930385718389,-0.647941072302239
0.7035642466102436,-1.0583674148693394
-0.14527996128553755,0.379823826948697
0.6043592181759614,0.39387544257564744
0.6554011739974568,-0.15421110339857616
0.6629054418781914,0.8288079012078801
0.02017745597642518,-0.47252548170367525
0.5695199589863423,-0.8962368122836133
0.6276940546268946,-0.7301183398007602
-0.47726361800652317,-0.3904612184089058
1.6270193925246446,2.090413168786349
0.35839558849210074,2.831486575882733
1.899748286759991,1.8886393714202776
3.1755442288564217,1.7016732776704282
-2.6530090392538783,-2.0979364379494214
-0.9761742707578867,-1.7303098690103638
0.24620238271421224,-1.0248637153975027
-0.6152998159625717,-1.80238812850491
-1.0712958954239789,-1.6799385360405974
0.11502659770987651,-1.6387545731148145
0.861600506109945,-0.17142784749616444
-1.3675482797125889,-1.3198196839856826
0.32293141011901144,0.5080257059180094
-0.6907719362569789,-0.04186488628285729
-0.009473521850365492,0.5006866476362406
